"","Attrition","BusinessTravel","Department","EducationField","Gender","JobRole","OverTime","MaritalStatus","Age","DailyRate","DistanceFromHome","Education","EmployeeNumber","EnvironmentSatisfaction","HourlyRate","JobInvolvement","JobLevel","JobSatisfaction","MonthlyIncome","MonthlyRate","NumCompaniesWorked","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"147","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Single",30,1427,2,1,198,2,35,2,1,4,2720,11162,0,13,3,4,0,6,3,3,5,3,1,2
"148","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manager","No","Divorced",41,857,10,3,199,4,91,2,4,1,17181,12888,4,13,3,2,1,21,2,2,7,6,7,7
"149","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",41,933,9,4,200,3,94,3,1,1,2238,6961,2,21,4,4,1,7,2,3,5,0,1,4
"150","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Single",19,1181,3,1,201,2,79,3,1,2,1483,16102,1,14,3,4,0,1,3,3,1,0,0,0
"151","No","Travel_Frequently","Research & Development","Medical","Female","Research Scientist","No","Divorced",40,1395,26,3,202,2,54,3,2,2,5605,8504,1,11,3,1,1,20,2,3,20,7,2,13
"152","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",35,662,1,5,204,3,94,3,3,2,7295,11439,1,13,3,1,2,10,3,3,10,8,0,6
"153","No","Travel_Rarely","Sales","Marketing","Male","Sales Representative","Yes","Married",53,1436,6,2,205,2,34,3,2,3,2306,16047,2,20,4,4,1,13,3,1,7,7,4,5
"154","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Divorced",45,194,9,3,206,2,60,3,2,2,2348,10901,8,18,3,3,1,20,2,1,17,9,0,15
"155","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Single",32,967,8,3,207,2,43,3,3,4,8998,15589,1,14,3,4,0,9,2,3,9,8,3,7
"156","No","Non-Travel","Research & Development","Technical Degree","Male","Manufacturing Director","No","Married",29,1496,1,1,208,4,41,3,2,3,4319,26283,1,13,3,1,1,10,1,3,10,7,0,9
"157","No","Travel_Rarely","Research & Development","Medical","Male","Manufacturing Director","No","Married",51,1169,7,4,211,2,34,2,2,3,6132,13983,2,17,3,3,0,10,2,3,1,0,0,0
"158","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Married",58,1145,9,3,214,2,75,2,1,2,3346,11873,4,20,4,2,1,9,3,2,1,0,0,0
"159","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Married",40,630,4,4,215,3,67,2,3,4,10855,8552,7,11,3,1,1,15,2,2,12,11,2,11
"160","No","Travel_Frequently","Sales","Marketing","Female","Sales Representative","No","Married",34,303,2,4,216,3,75,3,1,3,2231,11314,6,18,3,4,1,6,3,3,4,3,1,2
"161","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Married",22,1256,19,1,217,3,80,3,1,4,2323,11992,1,24,4,1,2,2,6,3,2,2,2,2
"162","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","No","Divorced",27,691,9,3,218,4,57,3,1,2,2024,5970,6,18,3,4,1,6,1,1,2,2,2,2
"163","No","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","No","Married",28,440,21,3,221,3,42,3,1,4,2713,6672,1,11,3,3,1,5,2,1,5,2,0,2
"164","No","Travel_Rarely","Research & Development","Life Sciences","Male","Healthcare Representative","Yes","Divorced",57,334,24,2,223,3,83,4,3,4,9439,23402,3,16,3,2,1,12,2,1,5,3,1,4
"165","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","Yes","Divorced",27,1450,3,3,224,3,79,2,1,3,2566,25326,1,15,3,4,1,1,2,2,1,1,0,1
"166","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manager","No","Single",50,1452,11,3,226,3,53,3,5,2,19926,17053,3,15,3,2,0,21,5,3,5,4,4,4
"167","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",41,465,14,3,227,1,56,3,1,3,2451,4609,4,12,3,1,1,13,2,3,9,8,1,8
"168","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Married",30,1339,5,3,228,2,41,3,3,4,9419,8053,2,12,3,3,1,12,2,3,10,9,7,4
"169","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","No","Single",38,702,1,4,230,1,59,2,2,4,8686,12930,4,22,4,3,0,12,2,4,8,3,0,7
"170","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",32,120,6,5,231,3,43,3,1,3,3038,12430,3,20,4,1,0,8,2,3,5,4,1,4
"171","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","Yes","Married",27,1157,17,3,233,3,51,3,1,2,3058,13364,0,16,3,4,1,6,3,2,5,2,1,1
"172","Yes","Travel_Frequently","Sales","Technical Degree","Female","Sales Representative","No","Single",19,602,1,1,235,3,100,1,1,1,2325,20989,0,21,4,1,0,1,5,4,0,0,0,0
"173","No","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Single",36,1480,3,2,238,4,30,3,1,2,2088,15062,4,12,3,3,0,13,3,2,8,7,7,2
"174","No","Non-Travel","Research & Development","Medical","Male","Laboratory Technician","No","Divorced",30,111,9,3,239,3,66,3,2,1,3072,11012,1,11,3,3,2,12,4,3,12,9,6,10
"175","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Executive","Yes","Divorced",45,1268,4,2,240,3,30,3,2,1,5006,6319,4,11,3,1,1,9,3,4,5,4,0,3
"176","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Divorced",56,713,8,3,241,3,67,3,1,1,4257,13939,4,18,3,3,1,19,3,3,2,2,2,2
"177","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",33,134,2,3,242,3,90,3,1,4,2500,10515,0,14,3,1,0,4,2,4,3,1,0,2
"178","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",19,303,2,3,243,2,47,2,1,4,1102,9241,1,22,4,3,0,1,3,2,1,0,1,0
"179","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Divorced",46,526,1,2,244,2,92,3,3,1,10453,2137,1,25,4,3,3,24,2,3,24,13,15,7
"180","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",38,1380,9,2,245,3,75,3,1,4,2288,6319,1,12,3,3,0,2,3,3,2,2,2,1
"181","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","Yes","Married",31,140,12,1,246,3,95,3,1,4,3929,6984,8,23,4,3,1,7,0,3,4,2,0,2
"182","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",34,629,27,2,247,4,95,3,1,2,2311,5711,2,15,3,4,0,9,3,3,3,2,1,2
"183","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Representative","Yes","Single",41,1356,20,2,248,2,70,3,1,2,3140,21728,1,22,4,4,0,4,5,2,4,3,0,2
"184","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","No","Married",50,328,1,3,249,3,86,2,1,3,3690,3425,2,15,3,4,1,5,2,2,3,2,0,2
"185","No","Travel_Rarely","Research & Development","Medical","Female","Manufacturing Director","No","Divorced",53,1084,13,2,250,4,57,4,2,1,4450,26250,1,11,3,3,2,5,3,3,4,2,1,3
"186","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",33,931,14,3,252,4,72,3,1,2,2756,4673,1,13,3,4,1,8,5,3,8,7,1,6
"187","No","Travel_Rarely","Research & Development","Medical","Female","Manager","No","Married",40,989,4,1,253,4,46,3,5,3,19033,6499,1,14,3,2,1,21,2,3,20,8,9,9
"188","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Single",55,692,14,4,254,3,61,4,5,2,18722,13339,8,11,3,4,0,36,3,3,24,15,2,15
"189","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",34,1069,2,1,256,4,45,2,2,3,9547,14074,1,17,3,3,0,10,2,2,10,9,1,9
"190","No","Travel_Rarely","Research & Development","Medical","Female","Healthcare Representative","No","Single",51,313,3,3,258,4,98,3,4,2,13734,7192,3,18,3,3,0,21,6,3,7,7,1,0
"191","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manager","No","Married",52,699,1,4,259,3,65,2,5,3,19999,5678,0,14,3,1,1,34,5,3,33,18,11,9
"192","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Single",27,894,9,3,260,4,99,3,1,2,2279,11781,1,16,3,4,0,7,2,2,7,7,0,3
"193","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","Yes","Married",35,556,23,2,261,2,50,2,2,3,5916,15497,3,13,3,1,0,8,1,3,1,0,0,1
"194","No","Non-Travel","Research & Development","Medical","Male","Research Scientist","No","Divorced",43,1344,7,3,262,4,37,4,1,4,2089,5228,4,14,3,4,3,7,3,4,5,4,2,2
"195","No","Non-Travel","Research & Development","Medical","Male","Manager","No","Married",45,1195,2,2,264,1,65,2,4,4,16792,20462,9,23,4,4,1,22,1,3,20,8,11,8
"196","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Married",37,290,21,3,267,2,65,4,1,1,3564,22977,1,12,3,1,1,8,3,2,8,7,1,7
"197","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Single",35,138,2,3,269,2,37,3,2,2,4425,15986,5,11,3,4,0,10,5,3,6,2,1,2
"198","No","Non-Travel","Research & Development","Medical","Female","Manufacturing Director","No","Divorced",42,926,21,2,270,3,36,3,2,3,5265,16439,2,16,3,2,1,11,5,3,5,3,0,2
"199","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",38,1261,2,4,271,4,88,3,2,3,6553,7259,9,14,3,2,0,14,3,3,1,0,0,0
"200","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manufacturing Director","No","Married",38,1084,29,3,273,4,54,3,2,4,6261,4185,3,18,3,1,1,9,3,1,7,7,1,7
"201","No","Travel_Frequently","Research & Development","Technical Degree","Male","Manufacturing Director","No","Married",27,472,1,1,274,3,60,2,2,1,4298,9679,5,19,3,3,1,6,1,3,2,2,2,0
"202","No","Non-Travel","Research & Development","Life Sciences","Male","Manufacturing Director","Yes","Divorced",49,1002,18,4,275,4,92,3,2,4,6804,23793,1,15,3,1,2,7,0,3,7,7,1,7
"203","No","Travel_Frequently","Research & Development","Medical","Male","Research Scientist","Yes","Divorced",34,878,10,4,277,4,43,3,1,3,3815,5972,1,17,3,4,1,5,4,4,5,3,2,0
"204","No","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Yes","Married",40,905,19,2,281,3,99,3,2,4,2741,16523,8,15,3,3,1,15,2,4,7,2,3,7
"205","Yes","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","Yes","Married",38,1180,29,1,282,2,70,3,2,1,6673,11354,7,19,3,2,0,17,2,3,1,0,0,0
"206","Yes","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",29,121,27,3,283,2,35,3,3,4,7639,24525,1,22,4,4,3,10,3,2,10,4,1,9
"207","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","Yes","Divorced",22,1136,5,3,284,4,60,4,1,2,2328,12392,1,16,3,1,1,4,2,2,4,2,2,2
"208","No","Travel_Frequently","Research & Development","Medical","Female","Laboratory Technician","No","Single",36,635,18,1,286,2,73,3,1,4,2153,7703,1,13,3,1,0,8,2,3,8,1,1,7
"209","No","Non-Travel","Research & Development","Life Sciences","Male","Healthcare Representative","No","Married",40,1151,9,5,287,4,63,2,2,4,4876,14242,9,14,3,4,1,5,5,1,3,2,0,2
"210","No","Travel_Rarely","Research & Development","Medical","Male","Healthcare Representative","No","Divorced",46,644,1,4,288,4,97,3,3,1,9396,12368,7,16,3,3,1,17,3,3,4,2,0,3
"211","Yes","Travel_Rarely","Sales","Medical","Male","Sales Executive","No","Married",32,1045,4,4,291,4,32,1,3,4,10400,25812,1,11,3,3,0,14,2,2,14,8,9,8
"212","No","Non-Travel","Research & Development","Life Sciences","Male","Manufacturing Director","No","Single",30,829,1,1,292,3,88,2,3,3,8474,20925,1,22,4,3,0,12,2,3,11,8,5,8
"213","No","Travel_Frequently","Sales","Life Sciences","Female","Sales Executive","No","Single",27,1242,20,3,293,4,90,3,2,3,9981,12916,1,14,3,4,0,7,2,3,7,7,0,7
"214","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Director","No","Married",51,1469,8,4,296,2,81,2,3,2,12490,15736,5,16,3,4,2,16,5,1,10,9,4,7
"215","Yes","Travel_Rarely","Research & Development","Technical Degree","Female","Research Scientist","Yes","Single",30,1005,3,3,297,4,88,3,1,1,2657,8556,5,11,3,3,0,8,5,3,5,2,0,4
"216","No","Travel_Rarely","Sales","Life Sciences","Female","Manager","Yes","Single",41,896,6,3,298,4,75,3,3,4,13591,14674,3,18,3,3,0,16,3,3,1,0,0,0
"217","Yes","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Single",30,334,26,4,299,3,52,2,2,1,6696,22967,5,15,3,3,0,9,5,2,6,3,0,1
"218","Yes","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Single",29,992,1,3,300,3,85,3,1,3,2058,19757,0,14,3,4,0,7,1,2,6,2,1,5
"219","No","Non-Travel","Sales","Medical","Female","Sales Executive","No","Single",45,1052,6,3,302,4,57,2,3,4,8865,16840,6,12,3,4,0,23,2,3,19,7,12,8
"220","No","Travel_Rarely","Sales","Marketing","Female","Sales Executive","No","Married",54,1147,3,3,303,4,52,3,2,1,5940,17011,2,14,3,4,1,16,4,3,6,2,0,5
"221","No","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","No","Single",36,1396,5,2,304,4,62,3,2,2,5914,9945,8,16,3,4,0,16,3,4,13,11,3,7
"222","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",33,147,4,4,305,3,47,2,1,2,2622,13248,6,21,4,4,0,7,3,3,3,2,1,1
"223","No","Travel_Frequently","Research & Development","Other","Male","Research Director","Yes","Divorced",37,663,11,3,306,2,47,3,3,4,12185,10056,1,14,3,3,3,10,1,3,10,8,0,7
"224","No","Travel_Rarely","Sales","Life Sciences","Male","Sales Executive","No","Divorced",38,119,3,3,307,1,76,3,3,3,10609,9647,0,12,3,3,2,17,6,2,16,10,5,13
"225","No","Non-Travel","Research & Development","Medical","Male","Manufacturing Director","No","Married",31,979,1,4,308,3,90,1,2,3,4345,4381,0,12,3,4,1,6,2,3,5,4,1,4
"226","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",59,142,3,3,309,3,70,2,1,4,2177,8456,3,17,3,1,1,7,6,3,1,0,0,0
"227","No","Travel_Frequently","Sales","Marketing","Male","Sales Representative","No","Divorced",37,319,4,4,311,1,41,3,1,4,2793,2539,4,17,3,3,1,13,2,3,9,8,5,8
"228","No","Travel_Frequently","Sales","Medical","Female","Sales Executive","No","Married",29,1413,1,1,312,2,42,3,3,4,7918,6599,1,14,3,4,1,11,5,3,11,10,4,1
"229","No","Travel_Frequently","Sales","Marketing","Female","Sales Executive","No","Single",35,944,1,3,314,3,92,3,3,3,8789,9096,1,14,3,1,0,10,3,4,10,7,0,8
"230","Yes","Travel_Rarely","Research & Development","Medical","Male","Research Scientist","Yes","Single",29,896,18,1,315,3,86,2,1,4,2389,14961,1,13,3,3,0,4,3,2,4,3,0,1
"231","No","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Single",52,1323,2,3,316,3,89,2,1,4,3212,3300,7,15,3,2,0,6,3,2,2,2,2,2
"232","No","Travel_Rarely","Research & Development","Technical Degree","Male","Manager","No","Married",42,532,4,2,319,3,58,3,5,4,19232,4933,1,11,3,4,0,22,3,3,22,17,11,15
"233","No","Travel_Rarely","Human Resources","Medical","Male","Human Resources","No","Married",59,818,6,2,321,2,52,3,1,3,2267,25657,8,17,3,4,0,7,2,2,2,2,2,2
"234","No","Travel_Rarely","Sales","Medical","Female","Manager","No","Divorced",50,854,1,4,323,4,68,3,5,4,19517,24118,3,11,3,3,1,32,3,2,7,0,0,6
"235","Yes","Travel_Rarely","Research & Development","Medical","Male","Laboratory Technician","Yes","Married",33,813,14,3,325,3,58,3,1,4,2436,22149,5,13,3,3,1,8,2,1,5,4,0,4
"236","No","Travel_Rarely","Sales","Marketing","Female","Manager","Yes","Married",43,1034,16,3,327,4,80,3,4,4,16064,7744,5,22,4,3,1,22,3,3,17,13,1,9
"237","Yes","Travel_Rarely","Research & Development","Life Sciences","Female","Laboratory Technician","No","Married",33,465,2,2,328,1,39,3,1,1,2707,21509,7,20,4,1,0,13,3,4,9,7,1,7
"238","No","Non-Travel","Sales","Life Sciences","Male","Manager","Yes","Single",52,771,2,4,329,1,79,2,5,3,19068,21030,1,18,3,4,0,33,2,4,33,7,15,12
"239","No","Travel_Rarely","Sales","Life Sciences","Female","Sales Representative","No","Married",32,1401,4,2,330,3,56,3,1,2,3931,20990,2,11,3,1,1,6,5,3,4,3,1,2
"240","Yes","Travel_Rarely","Research & Development","Life Sciences","Male","Laboratory Technician","Yes","Single",32,515,1,3,331,4,62,2,1,3,3730,9571,0,14,3,4,0,4,2,1,3,2,1,2
"241","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","No","Divorced",39,1431,1,4,332,3,96,3,1,3,2232,15417,7,14,3,3,3,7,1,3,3,2,1,2
"242","No","Non-Travel","Sales","Marketing","Male","Sales Executive","No","Married",32,976,26,4,333,3,100,3,2,4,4465,12069,0,18,3,1,0,4,2,3,3,2,2,2
"243","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Divorced",41,1411,19,2,334,3,36,3,2,1,3072,19877,2,16,3,1,2,17,2,2,1,0,0,0
"244","No","Travel_Rarely","Research & Development","Technical Degree","Male","Research Scientist","No","Divorced",40,1300,24,2,335,1,62,3,2,4,3319,24447,1,17,3,1,2,9,3,3,9,8,4,7
"245","No","Travel_Rarely","Research & Development","Other","Male","Manager","No","Married",45,252,1,3,336,3,70,4,5,4,19202,15970,0,11,3,3,1,25,2,3,24,0,1,7
"246","No","Travel_Frequently","Research & Development","Medical","Male","Research Director","No","Divorced",31,1327,3,4,337,2,73,3,3,3,13675,13523,9,12,3,1,1,9,3,3,2,2,2,2
"247","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","No","Married",33,832,5,4,338,3,63,2,1,4,2911,14776,1,13,3,3,1,2,2,2,2,2,0,2
"248","No","Travel_Rarely","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",34,470,2,4,339,4,84,2,2,1,5957,23687,6,13,3,2,1,13,3,3,11,9,5,9
"249","No","Travel_Rarely","Research & Development","Medical","Female","Research Scientist","No","Married",37,1017,1,2,340,3,83,2,1,1,3920,18697,2,14,3,1,1,17,2,2,3,1,0,2
"250","No","Travel_Frequently","Research & Development","Life Sciences","Male","Manufacturing Director","No","Married",45,1199,7,4,341,1,77,4,2,3,6434,5118,4,17,3,4,1,9,1,3,3,2,0,2
"251","Yes","Travel_Frequently","Research & Development","Medical","Male","Manufacturing Director","No","Divorced",37,504,10,3,342,1,61,3,3,3,10048,22573,6,11,3,2,2,17,5,3,1,0,0,0
"252","No","Travel_Frequently","Research & Development","Technical Degree","Female","Healthcare Representative","No","Single",39,505,2,4,343,3,64,3,3,3,10938,6420,0,25,4,4,0,20,1,3,19,6,11,8
"253","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Single",29,665,15,3,346,3,60,3,1,4,2340,22673,1,19,3,1,0,6,1,3,6,5,1,5
"254","No","Travel_Rarely","Research & Development","Life Sciences","Female","Research Scientist","Yes","Single",42,916,17,2,347,4,82,4,2,1,6545,23016,3,13,3,3,0,10,1,3,3,2,0,2
"255","No","Travel_Rarely","Sales","Marketing","Male","Sales Executive","No","Divorced",29,1247,20,2,349,4,45,3,2,4,6931,10732,2,14,3,4,1,10,2,3,3,2,0,2
"256","No","Travel_Rarely","Research & Development","Life Sciences","Female","Manufacturing Director","No","Married",25,685,1,3,350,1,62,3,2,3,4898,7505,0,12,3,4,2,5,3,3,4,2,1,2
"257","No","Travel_Rarely","Research & Development","Medical","Female","Laboratory Technician","Yes","Divorced",42,269,2,3,351,4,56,2,1,1,2593,8007,0,11,3,3,1,10,4,3,9,6,7,8
"258","No","Travel_Rarely","Research & Development","Medical","Male","Research Director","No","Divorced",40,1416,2,2,352,1,49,3,5,3,19436,5949,0,19,3,4,1,22,5,3,21,7,3,9
"259","No","Travel_Rarely","Research & Development","Life Sciences","Male","Research Scientist","No","Married",51,833,1,3,353,3,96,3,1,4,2723,23231,1,11,3,2,0,1,0,2,1,0,0,0
"260","Yes","Travel_Frequently","Research & Development","Medical","Male","Laboratory Technician","No","Single",31,307,29,2,355,3,71,2,1,2,3479,11652,0,11,3,2,0,6,2,4,5,4,1,4
"261","No","Travel_Frequently","Research & Development","Life Sciences","Male","Laboratory Technician","No","Married",32,1311,7,3,359,2,100,4,1,2,2794,26062,1,20,4,3,0,5,3,1,5,1,0,3
"262","No","Non-Travel","Sales","Life Sciences","Male","Sales Executive","No","Married",38,1327,2,2,361,4,39,2,2,4,5249,19682,3,18,3,4,1,13,0,3,8,7,7,5
"263","No","Travel_Rarely","Research & Development","Technical Degree","Male","Laboratory Technician","No","Single",32,128,2,1,362,4,84,2,2,1,2176,19737,4,13,3,4,0,9,5,3,6,2,0,4
